# ifit_device_catalog v1 — sections: names, iconPartNumbers, devices
[names]
5" High Contrast Multi-Color Display (IF17-SCN-5-BLUE), Integrated Device Shelf, Auxiliary Input, 2 - 2" SPEAKERS
NordicTrack Exp 7i
NordicTrack Headless BIKE Needs NAME
ProForm CARBON TL
NordicTrack EXP 14i
ProForm Carbon T14
ProForm Carbon H10
ProForm Carbon E10
ProForm PRO C10U
NordicTrack S27
ProForm Pro HITT H14
FreeMotion t8.9b Light Commerical
ProForm Trainer E14
NordicTrack E 9.5 Z
Headless BIKE
NordicTrack S25i
NordicTrack Elite 800
ProForm Cadence EL
ProForm Cadence C7
ProForm 500 SPX
ProForm Sport TL
ProForm Sport E 6.0
ProForm Carbon CL
ProForm Studio Bike Pro 14
ProForm Trainer HL
NordicTrack AirGlide 7i
NordicTrack AirGlide LE
ProForm Carbon E7
NordicTrack G LE Recumbent Bike
ProForm Sport Elliptical
aerobic rotary encoder
Treadmill Rotary Encoder
[iconPartNumbers]
EBGG61615
EBGG61715
ETGG39615, ETPF39715
ELGG62915
ETWL29615
ETPF59615
ELGG63915
ELPF03815
ELPF05815
ELPF01715
EBPF52915
EBPF53915
EBPF01215
EBSO39915
EKFM72815
ELPF04915
ELPF09915
ELNT07915
ETFM70715
ETFM70715-INT
ELNI49416
EBNI83016
ELPE49716
ELPE69716
ELPE89716
ELPE39716
ETNE12916
ETNE10816
ETNE18716
ELPE71216
EBPE71316
EBPE72916
EBPE73916
EBNE83916
EBNE84916
EBPE74016
EBPE74916
ETSE15716
ELNE89816
ELNE69816
ELNE13016
ELS079916
ELS079816
ELS059916
EBS039916
EBS029916
ETVM29815
ETVM29815-INT
ELNT79916
EBPF11916
ETNT20116
ETFM70718-INT ND V3
ELPF55916
ELPF57916
ETPF13116
ETS129816
ETNT24016V1
ELPF31016
ETPF60916
ETPF80916
ELNT99416
ETNT14216
ETPF10916
ETPF49616
ETNT22116
ELPF06916
ELPF04916
ELPE39616
ELPF02916
EBNT75016
EBNT76016
ESYNT19014
EBNI59016
ELNI69016
ETPF34616
ETNT29016
ETPE79717
ETPE99717
ETNT17216, ETS179916V1
ETNT14116, ETS149916V1
EBPE71917
EBPE73017
ELPE39717
ELPE49717
EBNE75017
ELPE60717
ELPE80717
EBNE76017
EBPF01215V1
ETWL29617
ETGG39617
ETS129916V1
ELPF01717
ELPF03717
ETPF17116V1
ETPF40917, ETS399117
ETPF80016V1
EBNT02117
ELS039917
ETS999117
ELS012916V1
ELS014914V2
ELS059917
EBS029917
ELS069917
ELS079915V1
EBNT84017
ETNT59417
EBNT05117
ETPF15116V1
EBPF14817
EBPF15917
ETPF11716V1
ETNT14117
ETNT17217
ETNT19117
ELNT09717
ELPF51517
ELNT71518
EBNT76918 EBNT76917
EBNT89918
ERWNT59147
ETNE99017,ETNE99017-CH
ETNE79017, ETNE79017-CH
ELNT71218
ELNT71418
EBNT70417
EBNT71017
ELPF01415V1
ELPF51016V1
ELNT71318
ELNT71618
ELPF31115V1
ELNT71817
ELPF08916V1
ELNT14416V1
EKFM74218
EKFM74218-INT
ELPE10716
EBPF01418
ELPF59718
ETPF97718
EBPF99718
ERWNT19147
ETNE20717 and ETNE20717-CH
ETNE24717
ETNE28717
EBPF78918
ETNE19718
ETNE21718
ETNE27718
ELFM84418
EBFM82418, EBFM82518
ETFM70718
ETFM70718-INT
ELNE15518
EBPE72917
ELPE74917
ETPF14018
EBPF16718
ETPF99918
ETPF11718
ETNT14119
ELNE89818
EBPE74918
ELS099918
ELPF05918
ELPF07918
ETS899118
EKFM74218ND
EBNT05119
ETNT19119
FMTL70718
ETFM70718-INT V2
ELPE30618
VMTL29818
VMTL29818-INT
EBVM81418
ELVM81918
ETHC70014V1
EKFM74218V2
EKFM74218-INT V2
ETPE14618
ELUE30019
ETUE29919
ELNE57019
ELNE69019
ETNE79019
IHRS55555
IHRS33333
IHRS44444
ETNT79020
EBPF79920
ELPF65919
EBPF61719
ELPF62919
EBPF63919
EBPE71919
ETPF29619
ELPF55920
ELPF57920
ELPF59920
EBFM81939
ELPF08920
EBPF79920HQ
ELNT79820
ELNT07919
ELNT71220
ETPE13719
ETPE98719
ETPE78719
ETPF29820
ELPF01420
ETFM70819
EBNE78920
ETPE38920
ESYFM59719
ETFM70718NDV3
EKFM74218-INTND
EBPE73020
EBPE71920
ETPF49920
ETPE49820LA
ELNT71420
ETPF39920
ETPE39820LA
ETFMPF2020
EBNE71219
ETPF44920INT
ETPF44920
ETPF59420INT
ETPF59420
ETPF28820
ETPF28820INT
ELNT79820C
ETPF50920C
EBPF69420C
ETNT59520
ETNT59520INT
ETNT79520
ELPF07920
EBPF26820
ERWPF48120
EBNE77020
ETNT14221
ETNT19221
ETNT29221
ETNT29221INT
ETNT39221
ETNT39221INT
EBNT02120
ETNT14221INT
ETNT19221INT
ETPF69620
EBPF21020INT
ELPF08920INT
ELPF49720INT
ELPF69720INT
ELPF89720INT
EBNT05121INT
EBNT05121
EBNT03121INT
EBNT03121
EBNT02120INT
EBNT14921
EBNT12921
ELPF95920
ELPF91020
EBPF17820
ELPF41320
ELPF31320
EBPF92220
ELNT14421
ELNT99421
EBPF91420
EBNT71021
ETFM70920-INT
EKFM74820-INT
ELNT71420INT
ELNT71220INT
ELNT79820INT
ETPF39920INT
ETPF50919INT
ETPF29720INT
ETPF69620INT
ETPF5972118KPHINT
EBFM82820
ETNT17915INT
ELNT14416DC
ELNT14421DC
ETPF29621
ETPF39621
ETPF39621INT
EBPF61721
ETPF29621INT
ELPF02921
ELNT05621
EBNT02422
ETPF50921
ETPF50921INT
EBPF91421
ETPF28820U
ETPF28820U-INT
ETNT89122
ETPF69921U
ETPF97420U
ETPF99721U
ETPF11820U
ETPF12820U
ETPF13820U
ERWNT19422
ETPF14821
ETPF59722INT
ETPF27721
ETPF27721-INT
EBNT12921U
EBNT14921U
ELNT14421U
EBPF69420U
EBNT03122
EBNT05122
ERWPF98120U
ETPF73621
ELPF55921
ELNT99421U
EBPF92220U
ETNT10421U
ETNT15421U
ERWPF98921
ELPF57921
EBPF79920U
EBNT71021U
ELNT71320U
ELNT71620U
ELNT79820U
ELNT71420U
ERWNT10121U
ELPF07921
EBNT91022
ETPF79621
EBPF43921
EBPF32921
ELPF04821
ETNT10421UCHP
EBNTH0022
ETPF69620U
ETNT18422
ETPF12421
EBPF52921
ELPF03721
ETNT14122V1
ETNT10421UX
ETNT17221UX
ETNT39221UX
ETNT29221UX
ERWNT19147UX
EBPF92220UX
ELNT71220CHP
ELPF57921UX
ETPF99721UCHP
ELPF09921
ELPF99521
EBPF52921UX
EBNT02722V1
ELPF01421
ETVM29818-INTV3
ETVM29818V3
ELPF14721
ETNT18422UX
ETFM70718V3
ETFM70718-INTV3
EKFM74218V3
EKFM74218-INTV3
ETPF59420U
ETPF49920U
ELNT89820U
EBNTH1222
ETNT89522
ETNT87122
ELNT79820UX
ERWNT10121UX
EBFM82820V1
ETNT15421UX
ELPF05623
ETPF39623
EBPF71022
EBPF20122
ELNT71423
ELPF99523
ETPF69623
ELPF54923
ETPF39623INT
EBPF81022
EBPF16723
ELNT79823
ELPF07523
ELNT79823V2
ELNT89824
ELPF55924
ELPF99524
EBNT02422V4
EBNT99025
ELPF54925
ELPF55925
EBPF32925
EBPF43925
ELNT89825
ELPF07525
Default Console App Updates SW Number
[devices]
123546	0	-1	-1	0	0	0	0	-1
370357	1	0	0	16	0	0	0	1
370425	2	1	0	16	0	0	0	1
370437	3	2	1	0	0	10	161	-1
370439	4	3	3	12	0	0	0	1
370582	5	4	1	0	0	0	360	-1
370719	6	5	1	0	0	10	161	-1
370721	7	6	3	14	0	0	0	27
371895	8	7	3	16	0	0	0	20
371897	9	8	3	20	0	0	0	20
371918	10	9	3	22	0	0	0	28
373116	11	10	0	20	0	0	0	14
373118	12	11	0	22	0	0	0	15
373430	13	12	0	26	-15	15	0	23
374677	14	13	0	0	0	0	0	18
374695	0	14	1	0	-3	30	241	-1
374696	0	-1	-1	0	0	0	0	-1
375138	15	15	3	16	0	0	0	27
375142	16	16	3	24	0	0	0	25
375774	17	17	3	22	0	0	0	1
376252	0	18	1	0	0	20	241	-1
376255	0	19	1	0	0	20	241	-1
379075	18	20	3	20	0	0	0	1
379077	19	21	0	20	0	0	0	1
379257	20	22	3	20	0	0	0	30
379259	21	23	3	20	0	0	0	1
379857	22	24	3	20	0	0	0	1
380084	23	25	3	16	0	0	0	29
380404	24	26	1	0	0	12	220	-1
380406	25	27	1	0	0	10	200	-1
380628	26	28	1	0	-3	40	193	-1
381156	16	29	3	24	0	0	0	25
381158	13	30	0	26	-15	15	0	23
381384	27	31	0	16	0	0	0	9
381386	28	32	0	16	0	0	0	10
381388	29	33	0	20	0	0	0	6
381389	30	34	0	22	0	0	0	7
381704	11	35	0	20	0	0	0	6
381706	12	36	0	22	0	0	0	7
382036	31	37	1	0	0	15	220	-1
382453	17	38	3	22	0	0	0	1
382457	32	39	3	20	0	0	0	1
382603	33	40	3	24	0	0	0	1
382719	34	41	3	22	0	0	0	1
382721	33	42	3	22	0	0	0	1
382723	35	43	3	20	0	0	0	1
382725	36	44	0	22	0	0	0	1
382727	37	45	0	20	0	0	0	1
382977	38	46	1	0	0	15	225	-1
382978	38	47	1	0	0	15	220	-1
383429	39	48	3	20	0	0	0	-1
383730	40	49	0	14	0	0	0	8
383775	41	50	1	0	-6	40	193	-1
384213	42	51	1	0	0	15	193	-1
384481	43	52	3	18	0	0	0	1
384483	44	53	3	20	0	0	0	1
384498	45	54	1	0	-3	15	193	-1
384502	46	55	1	0	-3	15	193	-1
384970	47	56	1	0	-6	40	193	-1
385025	48	57	3	24	0	0	0	1
385027	49	58	1	0	0	10	161	-1
385029	50	59	1	0	0	12	193	-1
385116	51	60	3	22	0	0	0	1
385475	25	61	1	0	-3	40	432	-1
385601	52	62	1	0	0	12	193	-1
385662	53	63	1	0	0	10	161	-1
385845	54	64	1	0	-3	15	193	-1
385885	55	65	3	20	0	0	0	15
385948	56	66	3	18	0	0	0	15
386076	57	67	3	20	0	0	0	6
386344	56	68	3	12	0	0	0	27
386464	58	69	0	25	0	0	0	1
386466	59	70	0	25	0	0	0	1
386501	60	71	3	0	0	0	0	-1
386705	61	72	0	22	0	0	0	1
386707	62	73	3	22	0	0	0	1
386969	63	74	1	0	0	10	161	-1
387193	64	75	1	0	-6	40	193	-1
388052	49	76	1	0	0	10	180	-1
388056	50	77	1	0	0	12	200	-1
388127	65	78	1	0	-3	15	193	-1
388129	66	79	1	0	-3	15	193	-1
388355	40	80	0	14	0	0	0	8
388955	27	81	0	16	0	0	0	5
388957	23	82	3	16	0	0	0	27
388959	20	83	3	20	0	0	0	27
390167	58	84	0	25	0	0	0	3
390574	56	85	3	18	0	0	0	15
390576	55	86	3	22	0	0	0	15
390578	59	87	0	25	0	0	0	4
390827	13	88	0	26	-15	15	0	23
391493	5	89	1	0	0	0	360	-1
391495	67	90	1	0	0	10	161	-1
391834	68	91	1	0	0	15	193	-1
391987	10	92	3	22	0	0	0	1
391991	8	93	3	16	0	0	0	20
391996	69	94	1	0	-3	15	193	-1
392129	70	95	1	0	0	10	161	-1
392476	71	96	1	0	0	12	193	-1
392570	72	97	0	24	-10	20	0	17
392731	73	98	3	14	0	0	0	1
392791	74	99	1	0	0	10	193	-1
392860	75	100	3	26	0	20	0	5
392864	76	101	3	26	0	20	0	5
392911	77	102	3	20	0	0	0	1
392994	78	103	0	20	0	0	0	1
392996	79	104	3	18	0	0	0	1
393749	80	105	3	24	0	20	0	5
393760	81	106	0	22	0	0	0	1
393835	82	107	1	0	0	10	161	-1
394629	83	108	0	22	-10	20	0	17
394644	84	109	1	0	-3	15	193	-1
394675	85	110	0	25	0	0	0	1
394677	86	111	0	25	0	0	0	1
394680	87	112	1	0	0	15	193	-1
394924	88	113	1	0	-3	15	193	-1
394929	89	114	1	0	-3	15	193	-1
394934	54	115	1	0	-3	15	193	-1
395689	90	116	3	24	0	0	0	5
395884	91	117	3	26	0	0	0	5
396213	92	118	3	26	0	0	0	5
396472	93	119	0	24	0	0	0	5
396475	94	120	0	26	0	0	0	5
396492	95	121	2	24	0	0	0	-1
396635	96	122	1	0	0	10	220	-1
396663	25	123	1	0	0	12	200	-1
396818	97	124	3	26	0	0	0	5
396822	92	125	3	26	0	0	0	5
396909	98	126	0	26	-10	10	0	2
396913	99	127	0	24	-10	10	0	2
396917	100	128	3	22	0	0	0	5
397169	101	129	3	24	0	0	0	5
397239	102	130	3	24	0	0	0	-1
397243	103	131	3	26	0	0	0	-1
397460	104	132	3	24	0	20	0	5
397490	105	133	3	24	0	0	0	5
397496	106	134	3	24	0	0	0	5
397536	107	135	3	24	0	0	0	5
397805	108	136	1	0	-3	30	193	-1
397807	108	137	1	0	-3	30	193	-1
397832	10	138	3	20	0	0	0	28
397861	109	139	0	26	-20	20	0	24
397918	110	140	3	20	0	0	0	1
397920	111	141	1	0	0	10	161	-1
397922	112	142	0	20	0	0	0	11
398211	113	143	2	26	0	0	0	-1
398214	88	144	1	0	-3	15	220	-1
398219	89	145	1	0	-3	15	220	-1
398225	54	146	1	0	-3	15	193	-1
399044	114	147	0	10	0	0	0	1
399657	115	148	1	0	-6	40	200	-1
399663	116	149	1	0	-6	40	200	-1
399670	117	150	1	0	-6	40	220	-1
400173	118	151	3	24	0	0	0	26
400175	119	152	0	24	0	0	0	0
400368	42	153	1	0	0	15	193	-1
400371	42	154	1	0	0	15	193	-1
400545	120	-1	-1	0	0	0	0	-1
401217	121	155	3	24	0	0	0	5
402041	122	156	0	16	0	0	0	1
402043	123	157	3	20	0	0	0	1
402286	124	158	1	0	-3	12	193	-1
402450	125	159	0	22	0	0	0	11
402790	126	160	1	0	0	12	193	-1
402793	127	161	1	0	0	12	193	-1
402977	128	162	1	0	-3	15	193	-1
403091	17	163	3	22	0	0	0	1
403973	129	164	0	16	0	0	0	1
404295	130	165	3	24	0	0	0	1
404379	131	166	3	18	0	0	0	1
404381	132	167	3	22	0	0	0	1
404745	133	168	1	0	0	12	193	-1
405737	134	169	1	0	-3	30	193	-1
405989	135	170	0	22	-10	20	0	17
406233	136	171	1	0	-3	15	193	-1
406925	42	172	1	0	0	15	193	-1
406929	42	173	1	0	0	15	193	-1
406944	137	174	3	12	0	0	0	27
406947	138	175	1	0	0	15	193	-1
406950	139	176	1	0	0	15	193	-1
406956	140	177	0	24	0	0	0	19
406957	140	178	3	24	0	0	0	31
406998	141	179	1	0	0	10	161	-1
407030	142	180	1	0	0	15	193	-1
407034	143	181	1	0	-3	30	193	-1
407054	144	182	1	0	-3	15	220	-1
408953	145	183	3	12	0	0	0	1
409162	5	184	1	0	0	6	117	-1
409594	146	185	3	20	0	0	0	1
409977	147	186	3	24	0	0	0	1
412919	148	187	1	0	0	10	200	-1
412923	88	188	1	0	0	15	193	-1
412925	149	189	2	26	0	0	0	-1
412926	150	190	0	24	-10	20	0	-1
414185	151	191	1	0	0	12	193	-1
414696	152	192	0	24	0	0	0	16
414773	88	-1	-1	0	0	0	0	-1
414867	153	193	3	18	0	0	0	5
415145	154	194	0	16	0	0	0	1
415147	155	195	3	12	0	0	0	1
415531	156	196	0	10	0	0	0	11
415538	13	197	0	24	-10	20	0	24
415953	157	198	1	0	0	0	360	-1
416397	158	199	3	18	0	0	0	1
416399	159	200	3	22	0	0	0	1
416402	160	201	3	24	0	0	0	5
416735	161	202	0	24	-10	20	0	21
416807	162	203	3	24	0	0	0	5
417177	163	204	0	22	0	0	0	11
417637	164	205	3	22	0	0	0	5
417640	165	206	3	20	0	0	0	5
417643	97	207	3	24	0	0	0	5
417701	126	208	1	0	0	12	220	-1
417704	166	209	1	0	0	12	200	-1
417707	167	210	1	0	0	10	180	-1
418050	168	211	1	0	0	0	360	-1
418078	169	212	3	26	0	20	0	5
418153	170	213	1	0	0	15	241	-1
418226	94	214	0	25	0	0	0	5
418377	171	-1	-1	0	0	0	0	-1
418561	157	215	1	0	0	0	160	-1
418563	172	216	-1	0	0	0	0	-1
418612	42	217	1	0	0	15	193	-1
418791	143	218	1	0	-3	30	193	-1
418806	173	219	0	16	0	0	0	1
418845	114	220	0	10	0	0	0	1
421301	174	221	1	0	0	10	161	-1
421303	175	222	1	0	0	10	160	-1
421550	92	223	3	26	0	0	0	5
421602	176	224	1	0	0	10	161	-1
421604	176	225	1	0	0	10	160	-1
421969	177	226	1	0	0	15	193	-1
422079	98	227	0	26	-10	10	0	2
422390	70	228	1	0	0	10	160	-1
422392	70	229	1	0	0	10	161	-1
422394	49	230	1	0	0	10	160	-1
422397	49	231	1	0	0	10	161	-1
423527	178	51	1	0	0	15	193	-1
423661	179	232	1	0	0	0	129	-1
423663	179	233	1	0	0	0	140	-1
424257	180	234	3	22	0	0	0	5
424357	181	235	1	0	0	10	161	-1
424509	182	236	0	22	0	0	0	11
424828	183	237	1	0	0	10	161	-1
424830	183	238	1	0	0	10	180	-1
424832	184	239	1	0	0	12	193	-1
425061	185	240	3	22	0	0	0	1
425212	186	241	0	12	0	0	0	1
425365	187	242	2	24	0	0	0	-1
425429	188	243	0	25	0	0	0	1
425463	88	244	1	0	-3	15	193	-1
425470	54	245	1	0	-3	15	193	-1
425691	64	246	1	0	-6	40	193	-1
425695	64	247	1	0	-6	40	220	-1
425699	189	248	1	0	-6	40	193	-1
425703	189	249	1	0	-6	40	220	-1
425738	72	250	0	24	-10	20	0	17
425749	88	251	1	0	-3	15	220	-1
425756	54	252	1	0	-3	15	220	-1
425964	190	253	1	0	0	10	161	-1
425966	27	254	0	16	0	0	0	1
426197	191	255	3	24	0	0	0	5
426409	20	256	3	16	0	0	0	1
426411	43	257	3	18	0	0	0	1
426413	22	258	3	20	0	0	0	1
426445	135	259	0	22	-10	20	0	17
426448	135	260	0	22	-10	20	0	17
426451	83	261	0	22	-10	20	0	17
426454	83	262	0	22	-10	20	0	17
426458	72	263	0	24	-10	20	0	17
426949	192	264	0	26	0	0	0	5
426952	193	265	0	24	0	0	0	5
427209	194	266	3	18	0	0	0	5
427212	195	267	3	24	0	0	0	5
427215	196	268	0	24	0	0	0	5
427447	197	269	3	26	0	20	0	5
427637	198	270	3	26	0	0	0	1
427641	199	271	0	24	0	0	0	17
427678	107	272	3	24	0	0	0	5
427681	51	273	3	22	0	0	0	5
428262	200	274	0	24	0	0	0	5
428458	201	275	0	22	0	0	0	5
428931	0	276	1	0	0	15	241	-1
428933	0	277	1	0	-3	30	241	-1
428941	0	-1	-1	0	0	0	0	-1
428943	0	-1	-1	0	0	0	0	-1
429025	92	278	3	26	0	0	0	5
429028	97	279	3	24	0	0	0	5
429031	164	280	3	22	0	0	0	5
429253	202	281	1	0	0	10	160	-1
429255	203	282	1	0	0	10	160	-1
429432	204	283	1	0	0	0	160	-1
429434	190	284	1	0	0	10	180	-1
429574	205	285	1	0	0	10	180	-1
429938	206	-1	-1	0	0	0	0	-1
429941	207	286	0	24	-10	20	0	22
429980	120	-1	-1	0	0	0	0	-1
430272	208	287	1	0	0	10	160	-1
430481	107	288	3	24	0	0	0	5
430486	107	289	3	24	0	0	0	5
430735	209	290	1	0	0	0	129	-1
431132	210	291	1	0	0	10	161	-1
431183	210	292	1	0	0	10	160	-1
431344	211	293	0	16	0	0	0	1
431347	209	294	1	0	0	0	117	-1
431493	212	295	3	12	0	0	0	1
431572	213	296	3	20	0	0	0	1
432035	72	297	0	24	-10	20	0	17
432392	214	298	1	0	0	10	161	-1
432394	214	299	1	0	0	10	160	-1
432408	215	300	0	24	0	0	0	5
432438	179	301	1	0	0	0	129	-1
432440	179	302	1	0	0	0	140	-1
432678	216	303	1	0	0	12	193	-1
432688	217	304	1	0	0	10	161	-1
432695	218	305	1	0	0	10	161	-1
432702	219	306	1	0	0	12	193	-1
432709	220	307	1	0	0	12	162	-1
432744	45	308	1	0	-3	12	193	-1
432788	221	309	1	0	-3	12	193	-1
432999	113	310	2	26	0	0	0	-1
433132	222	311	1	0	0	12	193	-1
433300	223	312	1	0	0	10	160	-1
433303	204	313	1	0	0	0	360	-1
433306	204	314	1	0	0	0	160	-1
433424	193	315	0	24	0	0	0	5
433428	192	316	0	26	0	0	0	5
433432	107	317	3	24	0	0	0	5
433436	224	318	0	22	0	0	0	11
433465	83	319	0	22	-10	20	0	17
433469	135	320	0	22	-10	20	0	17
433722	225	321	2	24	0	0	0	-1
433732	226	322	1	0	0	10	161	-1
433888	158	323	3	18	0	0	0	1
433956	51	324	3	22	0	0	0	5
433960	227	325	0	24	0	0	0	17
433964	228	326	1	0	0	12	193	-1
433970	229	327	1	0	-3	12	193	-1
434058	230	328	2	24	0	0	0	-1
434358	231	329	3	18	0	0	0	5
434451	125	330	0	22	0	0	0	11
434465	201	331	0	22	0	0	0	5
434614	232	332	3	24	0	0	0	-1
434618	233	333	3	26	0	0	0	-1
434622	164	334	3	22	0	0	0	5
434626	92	335	3	26	0	0	0	5
434630	234	336	2	26	0	0	0	-1
434708	235	337	3	22	0	0	0	5
434728	236	338	0	22	0	0	0	5
434735	237	339	1	0	0	12	162	-1
434903	12	340	0	22	0	0	0	1
434906	11	341	0	20	0	0	0	1
434909	238	342	3	14	0	0	0	1
435092	239	343	1	0	0	12	193	-1
435440	240	344	0	24	-10	20	0	17
435485	241	345	1	0	0	10	161	-1
435513	242	346	1	0	-3	12	193	-1
435694	243	347	1	0	0	12	162	-1
436464	196	348	0	25	0	0	0	5
436657	8	349	3	16	0	0	0	20
436743	88	350	1	0	-3	15	193	-1
